usp_refresh_dt_tm,card_type,card_refr_comp_lst,card_refr_comp_hash_id,card_hash_id,id,application,tabnum,grouper,mtrc_id,mtrc_cmn_nm,display_level,metric_name,mtrc_bmrk_ryg_eval_upper_lmt_cmpr_oprt,symbology,metric_value,metric_goal,metric_goal_ovrr_lbl,prim_org_caln_lbl,prim_org_mtrc_calc_raw_nbr,prim_org_mtrc_calc_rnd_nbr,prim_org_bmrk_calc_upper_raw_lmt,metric_state,prim_org_prfm_raw_pct,prim_org_prfm_rnd_pct,prim_org_time_frame_lbl,prim_org_rcnt_day_caln_lbl,prim_org_rcnt_day_calc_lbl,prim_org_rcnt_day_bmrk_oprt,prim_org_rcnt_day_goal,prim_org_rcnt_day_mtrc_calc_raw_nbr,prim_org_rcnt_day_mtrc_calc_rnd_nbr,prim_org_rcnt_day_state,prim_org_rcnt_day_prfm_rnd_pct,prim_org_rcnt_year_caln_lbl,prim_org_rcnt_year_calc_lbl,prim_org_rcnt_year_bmrk_oprt,prim_org_rcnt_year_goal,prim_org_rcnt_year_mtrc_calc_raw_nbr,prim_org_rcnt_year_mtrc_calc_rnd_nbr,prim_org_rcnt_year_state,prim_org_rcnt_year_prfm_rnd_pct,last_update,refresh_cadence,contrib_dat_is_curr_flg,rollup_type,rollup_identifier,rollup_identifier_role_lbl,location_name,location_abbrev,prim_org_hero_2_mtrc_calc_raw_nbr,prim_org_hero_2_mtrc_calc_rnd_nbr,prim_org_hero_2_state,prim_org_hero_2_cntx_lbl
2026-08-17T08:58:39.336,metric,71|Cost Center|120763 PCNFLG Palm Coast Ste 3808,2017527628960666347,2017527628960666347,2017527628960666347,VISION 2030,30,Team Member Promise,71,Total Turnover (Rolling 12),120763 PCNFLG Palm Coast Ste 3808,Total Turnover (Rolling 12),<=,%,0.000000000000,,,Jul 2026,,,,False,,,Jul 2026,,0.000000000000,,,,,False,,,0.000000000000,,,,,False,,2026-08-16 02:47 PM,,True,Cost Center,1000353 PCN Flagler,FRL,120763 PCNFLG Palm Coast Ste 3808,,,,False,
2026-08-17T08:58:39.336,metric,71|Cost Center|129056 AHTHM Davenport Four Corners,1156492527055423168,1156492527055423168,1156492527055423168,VISION 2030,30,Team Member Promise,71,Total Turnover (Rolling 12),129056 AHTHM Davenport Four Corners,Total Turnover (Rolling 12),<=,%,171.430000000000,,,Jul 2026,171.43,171.43,,False,,,Jul 2026,,0.000000000000,,,,,False,,,0.000000000000,,,,,False,,2026-08-16 02:47 PM,,True,Cost Center,1000177 Total Health Management,FRL,129056 AHTHM Davenport Four Corners,,,,False,
2026-08-17T08:58:39.336,metric,71|Cost Center|119865 AHTHM Waterford 2,9128163020514632979,9128163020514632979,9128163020514632979,VISION 2030,30,Team Member Promise,71,Total Turnover (Rolling 12),119865 AHTHM Waterford 2,Total Turnover (Rolling 12),<=,%,34.880000000000,,,Jul 2026,34.88,34.88,,False,,,Jul 2026,,0.000000000000,,,,,False,,,0.000000000000,,,,,False,,2026-08-16 02:47 PM,,True,Cost Center,1000177 Total Health Management,FRL,119865 AHTHM Waterford 2,,,,False,
2026-08-17T08:58:39.336,metric,71|Cost Center|119847 AHTHM CC Admin Physician Pool,6675332945114283357,6675332945114283357,6675332945114283357,VISION 2030,30,Team Member Promise,71,Total Turnover (Rolling 12),119847 AHTHM CC Admin Physician Pool,Total Turnover (Rolling 12),<=,%,72.730000000000,,,Jul 2026,72.73,72.73,,False,,,Jul 2026,,0.000000000000,,,,,False,,,0.000000000000,,,,,False,,2026-08-16 02:47 PM,,True,Cost Center,1000177 Total Health Management,FRL,119847 AHTHM CC Admin Physician Pool,,,,False,
2026-08-17T08:58:39.336,metric,71|Cost Center|119897 AHTHM Haines City,-3822349393249713693,-3822349393249713693,-3822349393249713693,VISION 2030,30,Team Member Promise,71,Total Turnover (Rolling 12),119897 AHTHM Haines City,Total Turnover (Rolling 12),<=,%,60.000000000000,,,Jul 2026,60.0,60.0,,False,,,Jul 2026,,0.000000000000,,,,,False,,,0.000000000000,,,,,False,,2026-08-16 02:47 PM,,True,Cost Center,1000177 Total Health Management,FRL,119897 AHTHM Haines City,,,,False,
2026-08-17T08:58:39.336,metric,71|Cost Center|127669 RCS PreAccess WFD,5994315807762381772,5994315807762381772,5994315807762381772,VISION 2030,30,Team Member Promise,71,Total Turnover (Rolling 12),127669 RCS PreAccess WFD,Total Turnover (Rolling 12),<=,%,23.700000000000,,,Jul 2026,23.7,23.7,,False,,,Jul 2026,,0.000000000000,,,,,False,,,0.000000000000,,,,,False,,2026-08-16 02:47 PM,,True,Cost Center,1000368 Revenue Cycle Services,FRL,127669 RCS PreAccess WFD,,,,False,
2026-08-17T08:58:39.336,metric,71|Cost Center|127686 RCS Financial Counseling CFD,-2135978062282839404,-2135978062282839404,-2135978062282839404,VISION 2030,30,Team Member Promise,71,Total Turnover (Rolling 12),127686 RCS Financial Counseling CFD,Total Turnover (Rolling 12),<=,%,13.640000000000,,,Jul 2026,13.64,13.64,,False,,,Jul 2026,,0.000000000000,,,,,False,,,0.000000000000,,,,,False,,2026-08-16 02:47 PM,,True,Cost Center,1000368 Revenue Cycle Services,FRL,127686 RCS Financial Counseling CFD,,,,False,
2026-08-17T08:58:39.336,metric,71|Cost Center|127743 RCS Utilization Management EFD ED,-1301791793518748592,-1301791793518748592,-1301791793518748592,VISION 2030,30,Team Member Promise,71,Total Turnover (Rolling 12),127743 RCS Utilization Management EFD ED,Total Turnover (Rolling 12),<=,%,24.490000000000,,,Jul 2026,24.49,24.49,,False,,,Jul 2026,,0.000000000000,,,,,False,,,0.000000000000,,,,,False,,2026-08-16 02:47 PM,,True,Cost Center,1000368 Revenue Cycle Services,FRL,127743 RCS Utilization Management EFD ED,,,,False,
2026-08-17T08:58:39.336,metric,71|Cost Center|123823 COR Care Concierge,-6874989452425388787,-6874989452425388787,-6874989452425388787,VISION 2030,30,Team Member Promise,71,Total Turnover (Rolling 12),123823 COR Care Concierge,Total Turnover (Rolling 12),<=,%,51.430000000000,,,Jul 2026,51.43,51.43,,False,,,Jul 2026,,0.000000000000,,,,,False,,,0.000000000000,,,,,False,,2026-08-16 02:47 PM,,True,Cost Center,1000366 Corporate Home Office,FRL,123823 COR Care Concierge,,,,False,
2026-08-17T08:58:39.336,metric,71|Cost Center|117464 COR IT Clinical Analytics Allocated,-1374560052456353625,-1374560052456353625,-1374560052456353625,VISION 2030,30,Team Member Promise,71,Total Turnover (Rolling 12),117464 COR IT Clinical Analytics Allocated,Total Turnover (Rolling 12),<=,%,34.290000000000,,,Jul 2026,34.29,34.29,,False,,,Jul 2026,,0.000000000000,,,,,False,,,0.000000000000,,,,,False,,2026-08-16 02:47 PM,,True,Cost Center,1000366 Corporate Home Office,FRL,117464 COR IT Clinical Analytics Allocated,,,,False,
