Metric,Level,Location Type,Location,Original Division,Final Division,Mapping Status,Matched Evidence,Hierarchy Path
Total Turnover (Rolling 12),2,Cost Center,106258 ORLSUP IT Clinical Analytics,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106258 ORLSUP IT Clinical Analytics
Total Turnover (Rolling 12),2,Cost Center,106277 ORLSUP Purchasing,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106277 ORLSUP Purchasing
Total Turnover (Rolling 12),2,Cost Center,106280 ORLSUP Asset Management,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106280 ORLSUP Asset Management
Total Turnover (Rolling 12),2,Cost Center,106287 ORLSUP Accreditation,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106287 ORLSUP Accreditation
Total Turnover (Rolling 12),2,Cost Center,106288 ORLSUP Infection Control,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106288 ORLSUP Infection Control
Total Turnover (Rolling 12),2,Cost Center,106289 ORLSUP Risk Management,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106289 ORLSUP Risk Management
Total Turnover (Rolling 12),2,Cost Center,106291 ORLSUP Clinical Improvement Cardiovascular,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106291 ORLSUP Clinical Improvement Cardiovascular
Total Turnover (Rolling 12),2,Cost Center,106293 ORLSUP Clinical Improvement Neuro,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106293 ORLSUP Clinical Improvement Neuro
Total Turnover (Rolling 12),2,Cost Center,106296 ORLSUP Clinical Documentation Integrity,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106296 ORLSUP Clinical Documentation Integrity
Total Turnover (Rolling 12),2,Cost Center,106298 ORLSUP Medical Staff Credentialing,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106298 ORLSUP Medical Staff Credentialing
Total Turnover (Rolling 12),2,Cost Center,106304 ORLSUP Pastoral Education,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106304 ORLSUP Pastoral Education
Total Turnover (Rolling 12),2,Cost Center,106306 ORLSUP Clinical Mission Integration,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106306 ORLSUP Clinical Mission Integration
Total Turnover (Rolling 12),2,Cost Center,106311 ORLSUP Community Benefit,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106311 ORLSUP Community Benefit
Total Turnover (Rolling 12),2,Cost Center,106313 ORLSUP Community Health Improvement 3C,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106313 ORLSUP Community Health Improvement 3C
Total Turnover (Rolling 12),2,Cost Center,106314 ORLSUP Care Transformation,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106314 ORLSUP Care Transformation
Total Turnover (Rolling 12),2,Cost Center,106321 ORLSUP Community Benefit Parkinson Brain Health,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106321 ORLSUP Community Benefit Parkinson Brain Health
Total Turnover (Rolling 12),2,Cost Center,106322 ORLSUP Community Benefit Mature Minds Memory Clin,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106322 ORLSUP Community Benefit Mature Minds Memory Clin
Total Turnover (Rolling 12),2,Cost Center,106323 ORLSUP Overseas Missions,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106323 ORLSUP Overseas Missions
Total Turnover (Rolling 12),2,Cost Center,106327 ORLSUP Automotive Transportation,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106327 ORLSUP Automotive Transportation
Total Turnover (Rolling 12),2,Cost Center,106329 ORLSUP Biomedical,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106329 ORLSUP Biomedical
Total Turnover (Rolling 12),2,Cost Center,106334 ORLSUP Laundry Admin,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106334 ORLSUP Laundry Admin
Total Turnover (Rolling 12),2,Cost Center,106335 ORLSUP Laundry Production,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106335 ORLSUP Laundry Production
Total Turnover (Rolling 12),2,Cost Center,106337 ORLSUP Laundry Delivery Services,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106337 ORLSUP Laundry Delivery Services
Total Turnover (Rolling 12),2,Cost Center,106341 ORLSUP Electronics Shop,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106341 ORLSUP Electronics Shop
Total Turnover (Rolling 12),2,Cost Center,106342 ORLSUP Lock Shop,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106342 ORLSUP Lock Shop
Total Turnover (Rolling 12),2,Cost Center,106346 ORLSUP Construction Design,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106346 ORLSUP Construction Design
Total Turnover (Rolling 12),2,Cost Center,106347 ORLSUP Landscaping,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106347 ORLSUP Landscaping
Total Turnover (Rolling 12),2,Cost Center,106348 ORLSUP Security,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106348 ORLSUP Security
Total Turnover (Rolling 12),2,Cost Center,106352 ORLSUP Life Safety,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106352 ORLSUP Life Safety
Total Turnover (Rolling 12),2,Cost Center,106358 ORLSUP Facility Support Admin,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106358 ORLSUP Facility Support Admin
Total Turnover (Rolling 12),2,Cost Center,106359 ORLSUP Property Management Admin,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106359 ORLSUP Property Management Admin
Total Turnover (Rolling 12),2,Cost Center,106360 ORLSUP Food Production,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106360 ORLSUP Food Production
Total Turnover (Rolling 12),2,Cost Center,106361 ORLSUP Nutritional Services Admin,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106361 ORLSUP Nutritional Services Admin
Total Turnover (Rolling 12),2,Cost Center,106363 ORLSUP Cafe AHS,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106363 ORLSUP Cafe AHS
Total Turnover (Rolling 12),2,Cost Center,106364 ORLSUP Cafe FLA,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106364 ORLSUP Cafe FLA
Total Turnover (Rolling 12),2,Cost Center,106369 ORLSUP Nutritional Improvement,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106369 ORLSUP Nutritional Improvement
Total Turnover (Rolling 12),2,Cost Center,106372 ORLSUP Patient Education Lactation IP,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106372 ORLSUP Patient Education Lactation IP
Total Turnover (Rolling 12),2,Cost Center,106376 ORLSUP Research Administration Research Services,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106376 ORLSUP Research Administration Research Services
Total Turnover (Rolling 12),2,Cost Center,106377 ORLSUP Research Administration Research Admin,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106377 ORLSUP Research Administration Research Admin
Total Turnover (Rolling 12),2,Cost Center,106380 ORLSUP Research Processing Lab,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106380 ORLSUP Research Processing Lab
Total Turnover (Rolling 12),2,Cost Center,106381 ORLSUP Research Cardiovascular Main,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106381 ORLSUP Research Cardiovascular Main
Total Turnover (Rolling 12),2,Cost Center,106383 ORLSUP Research Oncology Main,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106383 ORLSUP Research Oncology Main
Total Turnover (Rolling 12),2,Cost Center,106385 ORLSUP Research Translational Cancer NCI,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106385 ORLSUP Research Translational Cancer NCI
Total Turnover (Rolling 12),2,Cost Center,106387 ORLSUP Research Translational Cancer CRU,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106387 ORLSUP Research Translational Cancer CRU
Total Turnover (Rolling 12),2,Cost Center,106390 ORLSUP Research Neuroscience Main,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106390 ORLSUP Research Neuroscience Main
Total Turnover (Rolling 12),2,Cost Center,106393 ORLSUP Research Pediatric Main,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106393 ORLSUP Research Pediatric Main
Total Turnover (Rolling 12),2,Cost Center,106395 ORLSUP Research Surgery Main,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106395 ORLSUP Research Surgery Main
Total Turnover (Rolling 12),2,Cost Center,106399 ORLSUP Research Transplant Main,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106399 ORLSUP Research Transplant Main
Total Turnover (Rolling 12),2,Cost Center,106401 ORLSUP Research Orthopedic Main,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106401 ORLSUP Research Orthopedic Main
Total Turnover (Rolling 12),2,Cost Center,106403 ORLSUP Research Pharmacy,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106403 ORLSUP Research Pharmacy
Total Turnover (Rolling 12),2,Cost Center,106404 ORLSUP Research Tri Main,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106404 ORLSUP Research Tri Main
Total Turnover (Rolling 12),2,Cost Center,106408 ORLSUP Research Support Integrity and Compliance,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106408 ORLSUP Research Support Integrity and Compliance
Total Turnover (Rolling 12),2,Cost Center,106409 ORLSUP Research Support Data Services,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106409 ORLSUP Research Support Data Services
Total Turnover (Rolling 12),2,Cost Center,106410 ORLSUP Research Projects Wholeness,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106410 ORLSUP Research Projects Wholeness
Total Turnover (Rolling 12),2,Cost Center,106437 ORLSUP Prop Manage ORL Coll Rent,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106437 ORLSUP Prop Manage ORL Coll Rent
Total Turnover (Rolling 12),2,Cost Center,106536 ORLSUP Development Fund Raising Foundation,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106536 ORLSUP Development Fund Raising Foundation
Total Turnover (Rolling 12),2,Cost Center,106547 ORLSUP Childcare School,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 106547 ORLSUP Childcare School
Total Turnover (Rolling 12),2,Cost Center,122665 ORLSUP Nursing Operations Administ 4,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 122665 ORLSUP Nursing Operations Administ 4
Total Turnover (Rolling 12),2,Cost Center,122666 ORLSUP Women Services Strategy,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 122666 ORLSUP Women Services Strategy
Total Turnover (Rolling 12),2,Cost Center,122667 ORLSUP Marketing CustomerExperience8,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 122667 ORLSUP Marketing CustomerExperience8
Total Turnover (Rolling 12),2,Cost Center,122669 ORLSUP Preaccess SMR,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 122669 ORLSUP Preaccess SMR
Total Turnover (Rolling 12),2,Cost Center,122670 ORLSUP Preaccess AHIC,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1045 AdventHealth Orlando > 1000138 Orlando Support > 122670 ORLSUP Preaccess AHIC
