Metric,Level,Location Type,Location,Original Division,Final Division,Mapping Status,Matched Evidence,Hierarchy Path
Total Turnover (Rolling 12),2,Cost Center,112234 CAR Risk Management,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1062 AdventHealth Carrollwood > 1000222 Carrollwood > 112234 CAR Risk Management
Total Turnover (Rolling 12),2,Cost Center,112235 CAR Administration Improvement,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1062 AdventHealth Carrollwood > 1000222 Carrollwood > 112235 CAR Administration Improvement
Total Turnover (Rolling 12),2,Cost Center,112248 CAR Engineering Services Maintenance,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1062 AdventHealth Carrollwood > 1000222 Carrollwood > 112248 CAR Engineering Services Maintenance
Total Turnover (Rolling 12),2,Cost Center,112251 CAR Security,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1062 AdventHealth Carrollwood > 1000222 Carrollwood > 112251 CAR Security
Total Turnover (Rolling 12),2,Cost Center,112258 CAR Food Production,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1062 AdventHealth Carrollwood > 1000222 Carrollwood > 112258 CAR Food Production
Total Turnover (Rolling 12),2,Cost Center,112263 CAR Patient Transportation,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1062 AdventHealth Carrollwood > 1000222 Carrollwood > 112263 CAR Patient Transportation
Total Turnover (Rolling 12),2,Cost Center,125727 CAR Pre Surgery 2,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1062 AdventHealth Carrollwood > 1000222 Carrollwood > 125727 CAR Pre Surgery 2
Total Turnover (Rolling 12),2,Cost Center,127095 CAR Cardiology Recovery,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1062 AdventHealth Carrollwood > 1000222 Carrollwood > 127095 CAR Cardiology Recovery
Total Turnover (Rolling 12),2,Cost Center,128659 CAR Computerized Tomography CT,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1062 AdventHealth Carrollwood > 1000222 Carrollwood > 128659 CAR Computerized Tomography CT
Total Turnover (Rolling 12),2,Cost Center,128660 CAR Magnetic Resonance Imaging,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1062 AdventHealth Carrollwood > 1000222 Carrollwood > 128660 CAR Magnetic Resonance Imaging
Total Turnover (Rolling 12),2,FRL,1000223 OSED WFD Westchase,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1062 AdventHealth Carrollwood > 1000223 OSED WFD Westchase
Total Turnover (Rolling 12),2,Cost Center,112294 ERWC Emergency Department,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1062 AdventHealth Carrollwood > 1000223 OSED WFD Westchase > 112294 ERWC Emergency Department
Total Turnover (Rolling 12),2,Cost Center,112302 ERWC Diagnostic Imaging,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1062 AdventHealth Carrollwood > 1000223 OSED WFD Westchase > 112302 ERWC Diagnostic Imaging
Total Turnover (Rolling 12),2,Cost Center,112317 ERWC Patient Access Emergency,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1062 AdventHealth Carrollwood > 1000223 OSED WFD Westchase > 112317 ERWC Patient Access Emergency
Total Turnover (Rolling 12),2,Cost Center,112331 ERWC Security,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1062 AdventHealth Carrollwood > 1000223 OSED WFD Westchase > 112331 ERWC Security
Total Turnover (Rolling 12),2,Costing Company,1063 AdventHealth Riverview,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1063 AdventHealth Riverview
Total Turnover (Rolling 12),2,FRL,1000224 Riverview,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1063 AdventHealth Riverview > 1000224 Riverview
Total Turnover (Rolling 12),2,Cost Center,112346 RIV MS Medical Unit,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1063 AdventHealth Riverview > 1000224 Riverview > 112346 RIV MS Medical Unit
Total Turnover (Rolling 12),2,Cost Center,112349 RIV Labor and Delivery,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1063 AdventHealth Riverview > 1000224 Riverview > 112349 RIV Labor and Delivery
Total Turnover (Rolling 12),2,Cost Center,112351 RIV Monitor Techs,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1063 AdventHealth Riverview > 1000224 Riverview > 112351 RIV Monitor Techs
Total Turnover (Rolling 12),2,Cost Center,112352 RIV ICU Medical,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1063 AdventHealth Riverview > 1000224 Riverview > 112352 RIV ICU Medical
Total Turnover (Rolling 12),2,Cost Center,112353 RIV Emergency Department,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1063 AdventHealth Riverview > 1000224 Riverview > 112353 RIV Emergency Department
Total Turnover (Rolling 12),2,Cost Center,112354 RIV Cardiology Rehab Stress Lab,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1063 AdventHealth Riverview > 1000224 Riverview > 112354 RIV Cardiology Rehab Stress Lab
Total Turnover (Rolling 12),2,Cost Center,112356 RIV Cardiology Cath Lab,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1063 AdventHealth Riverview > 1000224 Riverview > 112356 RIV Cardiology Cath Lab
Total Turnover (Rolling 12),2,Cost Center,112358 RIV Renal Dialysis,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1063 AdventHealth Riverview > 1000224 Riverview > 112358 RIV Renal Dialysis
Total Turnover (Rolling 12),2,Cost Center,112360 RIV Surgery Room,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1063 AdventHealth Riverview > 1000224 Riverview > 112360 RIV Surgery Room
Total Turnover (Rolling 12),2,Cost Center,112361 RIV Pre Surgery,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1063 AdventHealth Riverview > 1000224 Riverview > 112361 RIV Pre Surgery
Total Turnover (Rolling 12),2,Cost Center,112364 RIV Pre Surgery 5,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1063 AdventHealth Riverview > 1000224 Riverview > 112364 RIV Pre Surgery 5
Total Turnover (Rolling 12),2,Cost Center,112366 RIV Surgery Recovery,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1063 AdventHealth Riverview > 1000224 Riverview > 112366 RIV Surgery Recovery
Total Turnover (Rolling 12),2,Cost Center,112368 RIV Endoscopy GI Lab,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1063 AdventHealth Riverview > 1000224 Riverview > 112368 RIV Endoscopy GI Lab
Total Turnover (Rolling 12),2,Cost Center,112369 RIV Wound Care IP,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1063 AdventHealth Riverview > 1000224 Riverview > 112369 RIV Wound Care IP
Total Turnover (Rolling 12),2,Cost Center,112370 RIV Angio Lab Interventional Rad,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1063 AdventHealth Riverview > 1000224 Riverview > 112370 RIV Angio Lab Interventional Rad
Total Turnover (Rolling 12),2,Cost Center,112371 RIV Computerized Tomography CT,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1063 AdventHealth Riverview > 1000224 Riverview > 112371 RIV Computerized Tomography CT
Total Turnover (Rolling 12),2,Cost Center,112372 RIV Diagnostic Imaging,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1063 AdventHealth Riverview > 1000224 Riverview > 112372 RIV Diagnostic Imaging
Total Turnover (Rolling 12),2,Cost Center,112376 RIV Imaging Administration,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1063 AdventHealth Riverview > 1000224 Riverview > 112376 RIV Imaging Administration
Total Turnover (Rolling 12),2,Cost Center,112377 RIV Lab Administration,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1063 AdventHealth Riverview > 1000224 Riverview > 112377 RIV Lab Administration
Total Turnover (Rolling 12),2,Cost Center,112378 RIV Lab General,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1063 AdventHealth Riverview > 1000224 Riverview > 112378 RIV Lab General
Total Turnover (Rolling 12),2,Cost Center,112382 RIV Pharmacy,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1063 AdventHealth Riverview > 1000224 Riverview > 112382 RIV Pharmacy
Total Turnover (Rolling 12),2,Cost Center,112389 RIV Respiratory Therapy,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1063 AdventHealth Riverview > 1000224 Riverview > 112389 RIV Respiratory Therapy
Total Turnover (Rolling 12),2,Cost Center,112390 RIV Central Sterile,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1063 AdventHealth Riverview > 1000224 Riverview > 112390 RIV Central Sterile
Total Turnover (Rolling 12),2,Cost Center,112391 RIV Executive,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1063 AdventHealth Riverview > 1000224 Riverview > 112391 RIV Executive
Total Turnover (Rolling 12),2,Cost Center,112392 RIV Nursing Administration,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1063 AdventHealth Riverview > 1000224 Riverview > 112392 RIV Nursing Administration
Total Turnover (Rolling 12),2,Cost Center,112395 RIV Human Resources,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1063 AdventHealth Riverview > 1000224 Riverview > 112395 RIV Human Resources
Total Turnover (Rolling 12),2,Cost Center,112402 RIV Patient Access Admitting,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1063 AdventHealth Riverview > 1000224 Riverview > 112402 RIV Patient Access Admitting
Total Turnover (Rolling 12),2,Cost Center,112406 RIV Care Management,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1063 AdventHealth Riverview > 1000224 Riverview > 112406 RIV Care Management
Total Turnover (Rolling 12),2,Cost Center,112413 RIV Purchasing,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1063 AdventHealth Riverview > 1000224 Riverview > 112413 RIV Purchasing
Total Turnover (Rolling 12),2,Cost Center,112417 RIV Operations Quality Improvement,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1063 AdventHealth Riverview > 1000224 Riverview > 112417 RIV Operations Quality Improvement
Total Turnover (Rolling 12),2,Cost Center,112423 RIV Engineering Services Maintenance,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1063 AdventHealth Riverview > 1000224 Riverview > 112423 RIV Engineering Services Maintenance
Total Turnover (Rolling 12),2,Cost Center,112425 RIV Security,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1063 AdventHealth Riverview > 1000224 Riverview > 112425 RIV Security
Total Turnover (Rolling 12),2,Cost Center,112440 RIV Concierge Services,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1063 AdventHealth Riverview > 1000224 Riverview > 112440 RIV Concierge Services
Total Turnover (Rolling 12),2,Cost Center,123494 RIV Obstetrical,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1063 AdventHealth Riverview > 1000224 Riverview > 123494 RIV Obstetrical
Total Turnover (Rolling 12),2,Cost Center,123496 RIV Cardiology Diagnostic,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1063 AdventHealth Riverview > 1000224 Riverview > 123496 RIV Cardiology Diagnostic
Total Turnover (Rolling 12),2,Cost Center,129063 RIV Nursing Administration 2,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1063 AdventHealth Riverview > 1000224 Riverview > 129063 RIV Nursing Administration 2
Total Turnover (Rolling 12),2,Costing Company,1064 AdventHealth Connerton,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1064 AdventHealth Connerton
Total Turnover (Rolling 12),2,FRL,1000225 Connerton,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1064 AdventHealth Connerton > 1000225 Connerton
Total Turnover (Rolling 12),2,Cost Center,112446 AHCON Monitor Techs,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1064 AdventHealth Connerton > 1000225 Connerton > 112446 AHCON Monitor Techs
Total Turnover (Rolling 12),2,Cost Center,112448 AHCON Long Term Acute Care PCU East,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1064 AdventHealth Connerton > 1000225 Connerton > 112448 AHCON Long Term Acute Care PCU East
Total Turnover (Rolling 12),2,Cost Center,112450 AHCON Long Term Acute Care Med Surg,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1064 AdventHealth Connerton > 1000225 Connerton > 112450 AHCON Long Term Acute Care Med Surg
Total Turnover (Rolling 12),2,Cost Center,112451 AHCON Long Term Acute Care ICU,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1064 AdventHealth Connerton > 1000225 Connerton > 112451 AHCON Long Term Acute Care ICU
Total Turnover (Rolling 12),2,Cost Center,112453 AHCON Long Term Acute Care PCU North,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1064 AdventHealth Connerton > 1000225 Connerton > 112453 AHCON Long Term Acute Care PCU North
Total Turnover (Rolling 12),2,Cost Center,112457 AHCON Renal Dialysis,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1064 AdventHealth Connerton > 1000225 Connerton > 112457 AHCON Renal Dialysis
Total Turnover (Rolling 12),2,Cost Center,112459 AHCON Surgery Room,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1064 AdventHealth Connerton > 1000225 Connerton > 112459 AHCON Surgery Room
Total Turnover (Rolling 12),2,Cost Center,112469 AHCON Computerized Tomography CT,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1064 AdventHealth Connerton > 1000225 Connerton > 112469 AHCON Computerized Tomography CT
Total Turnover (Rolling 12),2,Cost Center,112470 AHCON Diagnostic Imaging,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1064 AdventHealth Connerton > 1000225 Connerton > 112470 AHCON Diagnostic Imaging
Total Turnover (Rolling 12),2,Cost Center,112473 AHCON Ultrasound,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,ORIGINAL_DIVISION_OUTPUT,Division normalization disabled in sandbox,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1064 AdventHealth Connerton > 1000225 Connerton > 112473 AHCON Ultrasound
