ItemType,Classification,Name,Extension,RelativePath,FullPath,SizeBytes,SizeMB,Created,LastModified
File,TEMPLATE BACKUP,data_explorer.html,.html,vision2030_contemporary_site\template_backups\2026-08-17_142842\data_explorer.html,C:\Users\PBA96B\OneDrive - AdventHealth\Documents\DATA LINK LAYER EXTRACTION\vision2030_contemporary_site\template_backups\2026-08-17_142842\data_explorer.html,518356,0.4943,2026-08-17 14:28:42,2026-08-17 16:20:34
File,TEMPLATE BACKUP,insights.html,.html,vision2030_contemporary_site\template_backups\2026-08-17_142842\insights.html,C:\Users\PBA96B\OneDrive - AdventHealth\Documents\DATA LINK LAYER EXTRACTION\vision2030_contemporary_site\template_backups\2026-08-17_142842\insights.html,518356,0.4943,2026-08-17 14:28:42,2026-08-17 16:20:34
Directory,Directory,2026-08-17_144636_pre_cascade,,vision2030_contemporary_site\template_backups\2026-08-17_144636_pre_cascade,C:\Users\PBA96B\OneDrive - AdventHealth\Documents\DATA LINK LAYER EXTRACTION\vision2030_contemporary_site\template_backups\2026-08-17_144636_pre_cascade,0,0.0,2026-08-17 14:46:36,2026-08-17 14:47:02
File,TEMPLATE BACKUP,briefing.html,.html,vision2030_contemporary_site\template_backups\2026-08-17_144636_pre_cascade\briefing.html,C:\Users\PBA96B\OneDrive - AdventHealth\Documents\DATA LINK LAYER EXTRACTION\vision2030_contemporary_site\template_backups\2026-08-17_144636_pre_cascade\briefing.html,485778,0.4633,2026-08-17 14:46:36,2026-08-17 16:20:34
File,TEMPLATE BACKUP,data_explorer.html,.html,vision2030_contemporary_site\template_backups\2026-08-17_144636_pre_cascade\data_explorer.html,C:\Users\PBA96B\OneDrive - AdventHealth\Documents\DATA LINK LAYER EXTRACTION\vision2030_contemporary_site\template_backups\2026-08-17_144636_pre_cascade\data_explorer.html,518356,0.4943,2026-08-17 14:46:36,2026-08-17 16:20:34
File,TEMPLATE BACKUP,insights.html,.html,vision2030_contemporary_site\template_backups\2026-08-17_144636_pre_cascade\insights.html,C:\Users\PBA96B\OneDrive - AdventHealth\Documents\DATA LINK LAYER EXTRACTION\vision2030_contemporary_site\template_backups\2026-08-17_144636_pre_cascade\insights.html,518356,0.4943,2026-08-17 14:46:36,2026-08-17 16:20:34
Directory,Directory,templates,,vision2030_contemporary_site\templates,C:\Users\PBA96B\OneDrive - AdventHealth\Documents\DATA LINK LAYER EXTRACTION\vision2030_contemporary_site\templates,0,0.0,2026-08-17 12:40:49,2026-08-17 15:00:09
File,ACTIVE WEBSITE TEMPLATE,briefing.html,.html,vision2030_contemporary_site\templates\briefing.html,C:\Users\PBA96B\OneDrive - AdventHealth\Documents\DATA LINK LAYER EXTRACTION\vision2030_contemporary_site\templates\briefing.html,485204,0.4627,2026-08-17 15:00:09,2026-08-17 15:00:09
File,ACTIVE WEBSITE TEMPLATE,data_explorer.html,.html,vision2030_contemporary_site\templates\data_explorer.html,C:\Users\PBA96B\OneDrive - AdventHealth\Documents\DATA LINK LAYER EXTRACTION\vision2030_contemporary_site\templates\data_explorer.html,517782,0.4938,2026-08-17 15:00:09,2026-08-17 15:00:09
File,ACTIVE WEBSITE TEMPLATE,insights.html,.html,vision2030_contemporary_site\templates\insights.html,C:\Users\PBA96B\OneDrive - AdventHealth\Documents\DATA LINK LAYER EXTRACTION\vision2030_contemporary_site\templates\insights.html,517782,0.4938,2026-08-17 15:00:09,2026-08-17 15:00:09
Directory,Directory,vision2030_dynamic_site,,vision2030_dynamic_site,C:\Users\PBA96B\OneDrive - AdventHealth\Documents\DATA LINK LAYER EXTRACTION\vision2030_dynamic_site,0,0.0,2026-08-17 12:24:26,2026-08-17 12:24:49
File,ARCHIVE OR PACKAGE,vision2030_dynamic_site.zip,.zip,vision2030_dynamic_site.zip,C:\Users\PBA96B\OneDrive - AdventHealth\Documents\DATA LINK LAYER EXTRACTION\vision2030_dynamic_site.zip,371748,0.3545,2026-08-17 12:24:15,2026-08-17 12:24:10
File,HTML FILE,briefing.html,.html,vision2030_dynamic_site\briefing.html,C:\Users\PBA96B\OneDrive - AdventHealth\Documents\DATA LINK LAYER EXTRACTION\vision2030_dynamic_site\briefing.html,302,0.0003,2026-08-17 16:20:42,2026-08-17 16:20:42
File,HTML FILE,data_explorer.html,.html,vision2030_dynamic_site\data_explorer.html,C:\Users\PBA96B\OneDrive - AdventHealth\Documents\DATA LINK LAYER EXTRACTION\vision2030_dynamic_site\data_explorer.html,297,0.0003,2026-08-17 16:20:42,2026-08-17 16:20:42
Directory,Directory,generated,,vision2030_dynamic_site\generated,C:\Users\PBA96B\OneDrive - AdventHealth\Documents\DATA LINK LAYER EXTRACTION\vision2030_dynamic_site\generated,0,0.0,2026-08-17 12:24:26,2026-08-17 12:25:09
File,GENERATED WEBSITE ARTIFACT,website_data.json,.json,vision2030_dynamic_site\generated\website_data.json,C:\Users\PBA96B\OneDrive - AdventHealth\Documents\DATA LINK LAYER EXTRACTION\vision2030_dynamic_site\generated\website_data.json,3293286,3.1407,2026-08-17 12:25:09,2026-08-17 12:25:09
File,HTML FILE,index.html,.html,vision2030_dynamic_site\index.html,C:\Users\PBA96B\OneDrive - AdventHealth\Documents\DATA LINK LAYER EXTRACTION\vision2030_dynamic_site\index.html,98,0.0001,2026-08-17 16:20:42,2026-08-17 16:20:42
File,HTML FILE,insights.html,.html,vision2030_dynamic_site\insights.html,C:\Users\PBA96B\OneDrive - AdventHealth\Documents\DATA LINK LAYER EXTRACTION\vision2030_dynamic_site\insights.html,300,0.0003,2026-08-17 16:20:42,2026-08-17 16:20:42
Directory,Directory,legacy,,vision2030_dynamic_site\legacy,C:\Users\PBA96B\OneDrive - AdventHealth\Documents\DATA LINK LAYER EXTRACTION\vision2030_dynamic_site\legacy,0,0.0,2026-08-17 12:24:26,2026-08-17 12:24:47
File,HTML FILE,briefing.html,.html,vision2030_dynamic_site\legacy\briefing.html,C:\Users\PBA96B\OneDrive - AdventHealth\Documents\DATA LINK LAYER EXTRACTION\vision2030_dynamic_site\legacy\briefing.html,485778,0.4633,2026-08-17 16:20:34,2026-08-17 16:20:34
File,HTML FILE,data_explorer.html,.html,vision2030_dynamic_site\legacy\data_explorer.html,C:\Users\PBA96B\OneDrive - AdventHealth\Documents\DATA LINK LAYER EXTRACTION\vision2030_dynamic_site\legacy\data_explorer.html,518356,0.4943,2026-08-17 16:20:34,2026-08-17 16:20:34
File,HTML FILE,insights.html,.html,vision2030_dynamic_site\legacy\insights.html,C:\Users\PBA96B\OneDrive - AdventHealth\Documents\DATA LINK LAYER EXTRACTION\vision2030_dynamic_site\legacy\insights.html,518356,0.4943,2026-08-17 16:20:34,2026-08-17 16:20:34
File,UNCLASSIFIED,README.txt,.txt,vision2030_dynamic_site\README.txt,C:\Users\PBA96B\OneDrive - AdventHealth\Documents\DATA LINK LAYER EXTRACTION\vision2030_dynamic_site\README.txt,553,0.0005,2026-08-17 16:20:42,2026-08-17 16:20:42
File,UNCLASSIFIED,run_local.ps1,.ps1,vision2030_dynamic_site\run_local.ps1,C:\Users\PBA96B\OneDrive - AdventHealth\Documents\DATA LINK LAYER EXTRACTION\vision2030_dynamic_site\run_local.ps1,234,0.0002,2026-08-17 16:20:42,2026-08-17 16:20:42
File,PYTHON SCRIPT,run_vision2030.py,.py,vision2030_dynamic_site\run_vision2030.py,C:\Users\PBA96B\OneDrive - AdventHealth\Documents\DATA LINK LAYER EXTRACTION\vision2030_dynamic_site\run_vision2030.py,11532,0.011,2026-08-17 16:22:10,2026-08-17 16:22:10
File,UNCLASSIFIED,site.css,.css,vision2030_dynamic_site\site.css,C:\Users\PBA96B\OneDrive - AdventHealth\Documents\DATA LINK LAYER EXTRACTION\vision2030_dynamic_site\site.css,4099,0.0039,2026-08-17 16:20:42,2026-08-17 16:20:42
File,UNCLASSIFIED,site.js,.js,vision2030_dynamic_site\site.js,C:\Users\PBA96B\OneDrive - AdventHealth\Documents\DATA LINK LAYER EXTRACTION\vision2030_dynamic_site\site.js,6902,0.0066,2026-08-17 16:20:42,2026-08-17 16:20:42
File,PYTHON SCRIPT,start_server.py,.py,vision2030_dynamic_site\start_server.py,C:\Users\PBA96B\OneDrive - AdventHealth\Documents\DATA LINK LAYER EXTRACTION\vision2030_dynamic_site\start_server.py,746,0.0007,2026-08-17 16:20:34,2026-08-17 16:20:34
File,LOCKED MAIN EXTRACTOR,vision2030_extraction.py,.py,vision2030_extraction.py,C:\Users\PBA96B\OneDrive - AdventHealth\Documents\DATA LINK LAYER EXTRACTION\vision2030_extraction.py,79737,0.076,2026-07-22 13:10:33,2026-08-17 01:46:33
Directory,Directory,vision2030_static_site,,vision2030_static_site,C:\Users\PBA96B\OneDrive - AdventHealth\Documents\DATA LINK LAYER EXTRACTION\vision2030_static_site,0,0.0,2026-08-17 11:55:39,2026-08-17 11:56:07
File,ARCHIVE OR PACKAGE,vision2030_static_site.zip,.zip,vision2030_static_site.zip,C:\Users\PBA96B\OneDrive - AdventHealth\Documents\DATA LINK LAYER EXTRACTION\vision2030_static_site.zip,363465,0.3466,2026-08-17 11:55:32,2026-08-17 11:55:25
File,HTML FILE,briefing.html,.html,vision2030_static_site\briefing.html,C:\Users\PBA96B\OneDrive - AdventHealth\Documents\DATA LINK LAYER EXTRACTION\vision2030_static_site\briefing.html,485778,0.4633,2026-08-17 15:51:46,2026-08-17 15:51:46
File,HTML FILE,data_explorer.html,.html,vision2030_static_site\data_explorer.html,C:\Users\PBA96B\OneDrive - AdventHealth\Documents\DATA LINK LAYER EXTRACTION\vision2030_static_site\data_explorer.html,518356,0.4943,2026-08-17 15:51:46,2026-08-17 15:51:46
File,HTML FILE,index.html,.html,vision2030_static_site\index.html,C:\Users\PBA96B\OneDrive - AdventHealth\Documents\DATA LINK LAYER EXTRACTION\vision2030_static_site\index.html,349,0.0003,2026-08-17 15:51:46,2026-08-17 15:51:46
File,HTML FILE,insights.html,.html,vision2030_static_site\insights.html,C:\Users\PBA96B\OneDrive - AdventHealth\Documents\DATA LINK LAYER EXTRACTION\vision2030_static_site\insights.html,518356,0.4943,2026-08-17 15:51:46,2026-08-17 15:51:46
File,UNCLASSIFIED,README.txt,.txt,vision2030_static_site\README.txt,C:\Users\PBA96B\OneDrive - AdventHealth\Documents\DATA LINK LAYER EXTRACTION\vision2030_static_site\README.txt,506,0.0005,2026-08-17 15:51:46,2026-08-17 15:51:46
File,UNCLASSIFIED,run_local.ps1,.ps1,vision2030_static_site\run_local.ps1,C:\Users\PBA96B\OneDrive - AdventHealth\Documents\DATA LINK LAYER EXTRACTION\vision2030_static_site\run_local.ps1,258,0.0002,2026-08-17 15:51:46,2026-08-17 15:51:46
File,PYTHON SCRIPT,start_server.py,.py,vision2030_static_site\start_server.py,C:\Users\PBA96B\OneDrive - AdventHealth\Documents\DATA LINK LAYER EXTRACTION\vision2030_static_site\start_server.py,746,0.0007,2026-08-17 15:51:46,2026-08-17 15:51:46
