Row ID,Business Area,Metric,Matched Division,Source Division,Location Type,Location,Original Division,Report Geography,Mapping Status,Mapping Confidence,Mapping Evidence,Value,Local Goal,Derived Goal Status,Status Basis,Source Variance,Source Variance Color,YTD,Data As Of
TEAM::4018,Team,Total Turnover,Multi-State Division 2,MSD 2,Cost Center,118636 SOP Labor and Delivery,MSD 2,N/A,N/A,N/A,N/A,9.1%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4019,Team,Total Turnover,Multi-State Division 2,MSD 2,Cost Center,118638 SOP PCU Medical,MSD 2,N/A,N/A,N/A,N/A,16.0%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4020,Team,Total Turnover,Multi-State Division 2,MSD 2,Cost Center,118640 SOP ICU Medical,MSD 2,N/A,N/A,N/A,N/A,12.2%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4021,Team,Total Turnover,Multi-State Division 2,MSD 2,Cost Center,118642 SOP ICU Neonatal,MSD 2,N/A,N/A,N/A,N/A,0.0%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4022,Team,Total Turnover,Multi-State Division 2,MSD 2,Cost Center,118643 SOP Emergency Department,MSD 2,N/A,N/A,N/A,N/A,34.4%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4023,Team,Total Turnover,Multi-State Division 2,MSD 2,Cost Center,118657 SOP Surgery Room,MSD 2,N/A,N/A,N/A,N/A,13.3%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4024,Team,Total Turnover,Multi-State Division 2,MSD 2,Cost Center,118658 SOP Pre Surgery,MSD 2,N/A,N/A,N/A,N/A,34.3%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4025,Team,Total Turnover,Multi-State Division 2,MSD 2,Cost Center,118661 SOP Surgery Recovery,MSD 2,N/A,N/A,N/A,N/A,22.2%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4026,Team,Total Turnover,Multi-State Division 2,MSD 2,Cost Center,118672 SOP Computerized Tomography CT,MSD 2,N/A,N/A,N/A,N/A,0.0%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4027,Team,Total Turnover,Multi-State Division 2,MSD 2,Cost Center,118673 SOP Diagnostic Imaging,MSD 2,N/A,N/A,N/A,N/A,21.1%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4028,Team,Total Turnover,Multi-State Division 2,MSD 2,Cost Center,118678 SOP Ultrasound,MSD 2,N/A,N/A,N/A,N/A,0.0%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4029,Team,Total Turnover,Multi-State Division 2,MSD 2,Cost Center,118684 SOP Lab General,MSD 2,N/A,N/A,N/A,N/A,34.1%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4030,Team,Total Turnover,Multi-State Division 2,MSD 2,Cost Center,118692 SOP Pharmacy,MSD 2,N/A,N/A,N/A,N/A,22.8%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4031,Team,Total Turnover,Multi-State Division 2,MSD 2,Cost Center,118698 SOP Respiratory Therapy,MSD 2,N/A,N/A,N/A,N/A,35.0%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4032,Team,Total Turnover,Multi-State Division 2,MSD 2,Cost Center,118701 SOP Central Sterile,MSD 2,N/A,N/A,N/A,N/A,47.1%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4033,Team,Total Turnover,Multi-State Division 2,MSD 2,Cost Center,118719 SOP Nursing Administration,MSD 2,N/A,N/A,N/A,N/A,38.1%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4034,Team,Total Turnover,Multi-State Division 2,MSD 2,Cost Center,118733 SOP Patient Access Admitting,MSD 2,N/A,N/A,N/A,N/A,0.0%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4035,Team,Total Turnover,Multi-State Division 2,MSD 2,Cost Center,118736 SOP Care Management,MSD 2,N/A,N/A,N/A,N/A,270.0%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4036,Team,Total Turnover,Multi-State Division 2,MSD 2,Cost Center,118747 SOP Purchasing,MSD 2,N/A,N/A,N/A,N/A,0.0%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4037,Team,Total Turnover,Multi-State Division 2,MSD 2,Cost Center,118749 SOP Operations Quality Improvement,MSD 2,N/A,N/A,N/A,N/A,0.0%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4038,Team,Total Turnover,Multi-State Division 2,MSD 2,Cost Center,118757 SOP Environmental Services Hospital,MSD 2,N/A,N/A,N/A,N/A,26.8%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4039,Team,Total Turnover,Multi-State Division 2,MSD 2,Cost Center,118760 SOP Security,MSD 2,N/A,N/A,N/A,N/A,50.0%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4040,Team,Total Turnover,Multi-State Division 2,MSD 2,Cost Center,118764 SOP Facility Support Admin,MSD 2,N/A,N/A,N/A,N/A,0.0%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4041,Team,Total Turnover,Multi-State Division 2,MSD 2,Cost Center,118765 SOP Food and Nutrition Services,MSD 2,N/A,N/A,N/A,N/A,30.9%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4042,Team,Total Turnover,Corporate Services,Corporate Services Division Cost Centers by Reporting Hierarchy,Cost Center,118795 EXE Executive,Corporate Services Division Cost Centers by Reporting Hierarchy,N/A,UNSUPPORTED_CORPORATE_SERVICES_PRESERVED,N/A,corporate services division cost centers by reporting hierarchy,38.1%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4043,Team,Total Turnover,Corporate Services,Corporate Services Division Cost Centers by Reporting Hierarchy,Cost Center,118802 EXE Compliance,Corporate Services Division Cost Centers by Reporting Hierarchy,N/A,UNSUPPORTED_CORPORATE_SERVICES_PRESERVED,N/A,corporate services division cost centers by reporting hierarchy,0.0%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4044,Team,Total Turnover,Corporate Services,Corporate Services Division Cost Centers by Reporting Hierarchy,Cost Center,118809 EXE AH Ventures,Corporate Services Division Cost Centers by Reporting Hierarchy,N/A,UNSUPPORTED_CORPORATE_SERVICES_PRESERVED,N/A,corporate services division cost centers by reporting hierarchy,50.0%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4045,Team,Total Turnover,Corporate Services,Corporate Services Division Cost Centers by Reporting Hierarchy,Cost Center,118811 EXE AH Home and Retail,Corporate Services Division Cost Centers by Reporting Hierarchy,N/A,UNSUPPORTED_CORPORATE_SERVICES_PRESERVED,N/A,corporate services division cost centers by reporting hierarchy,133.3%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4046,Team,Total Turnover,Multi-State Division 1,MSD 1,Cost Center,118816 EXE Hendersonville,MSD 1,N/A,N/A,N/A,N/A,13.3%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4047,Team,Total Turnover,Multi-State Division 1,MSD 1,Cost Center,118817 EXE Gordon Hospital,MSD 1,N/A,N/A,N/A,N/A,21.8%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4048,Team,Total Turnover,Multi-State Division 1,MSD 1,Cost Center,118818 EXE Murray Medical Center,MSD 1,N/A,N/A,N/A,N/A,0.0%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4049,Team,Total Turnover,Multi-State Division 2,MSD 2,Cost Center,118821 EXE Great Lakes Region,MSD 2,N/A,N/A,N/A,N/A,28.6%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4050,Team,Total Turnover,Corporate Services,Corporate Services Division Cost Centers by Reporting Hierarchy,Cost Center,118823 EXE Adventist Hinsdale Hospital,Corporate Services Division Cost Centers by Reporting Hierarchy,N/A,UNSUPPORTED_CORPORATE_SERVICES_PRESERVED,N/A,corporate services division cost centers by reporting hierarchy,0.0%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4051,Team,Total Turnover,Corporate Services,Corporate Services Division Cost Centers by Reporting Hierarchy,Cost Center,118824 EXE Adventist Bolingbrook Hospital,Corporate Services Division Cost Centers by Reporting Hierarchy,N/A,UNSUPPORTED_CORPORATE_SERVICES_PRESERVED,N/A,corporate services division cost centers by reporting hierarchy,0.0%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4052,Team,Total Turnover,Corporate Services,Corporate Services Division Cost Centers by Reporting Hierarchy,Cost Center,118825 EXE Adventist GlenOaks Hospital,Corporate Services Division Cost Centers by Reporting Hierarchy,N/A,UNSUPPORTED_CORPORATE_SERVICES_PRESERVED,N/A,corporate services division cost centers by reporting hierarchy,0.0%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4053,Team,Total Turnover,Multi-State Division 2,MSD 2,Cost Center,118833 EXE AdventHealth Central Texas,MSD 2,N/A,N/A,N/A,N/A,24.0%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4054,Team,Total Turnover,Multi-State Division 1,MSD 1,Cost Center,118834 EXE Porter Care,MSD 1,N/A,N/A,N/A,N/A,20.0%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4055,Team,Total Turnover,Multi-State Division 1,MSD 1,Cost Center,118837 EXE AdventHealth Littleton,MSD 1,N/A,N/A,N/A,N/A,41.4%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4056,Team,Total Turnover,Multi-State Division 1,MSD 1,Cost Center,118839 EXE Rocky Mountain Region,MSD 1,N/A,N/A,N/A,N/A,25.9%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4057,Team,Total Turnover,Multi-State Division 2,MSD 2,Cost Center,118840 EXE Shawnee Mission Medical Center,MSD 2,N/A,N/A,N/A,N/A,21.1%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4058,Team,Total Turnover,Corporate Services,Corporate Services Division Cost Centers by Reporting Hierarchy,Cost Center,118843 EXE MidAmerica Region,Corporate Services Division Cost Centers by Reporting Hierarchy,N/A,UNSUPPORTED_CORPORATE_SERVICES_PRESERVED,N/A,corporate services division cost centers by reporting hierarchy,24.0%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4059,Team,Total Turnover,Corporate Services,Corporate Services Division Cost Centers by Reporting Hierarchy,Cost Center,118846 EXE AdventHealth Orl Support,Corporate Services Division Cost Centers by Reporting Hierarchy,N/A,UNSUPPORTED_CORPORATE_SERVICES_PRESERVED,N/A,corporate services division cost centers by reporting hierarchy,0.0%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4060,Team,Total Turnover,Central Florida Division,CFD,Cost Center,118849 EXE AdventHealth Apopka,CFD,N/A,N/A,N/A,N/A,20.3%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4061,Team,Total Turnover,Corporate Services,Corporate Services Division Cost Centers by Reporting Hierarchy,Cost Center,118854 EXE AdventHealth Orl Women and Child,Corporate Services Division Cost Centers by Reporting Hierarchy,N/A,UNSUPPORTED_CORPORATE_SERVICES_PRESERVED,N/A,corporate services division cost centers by reporting hierarchy,52.2%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4062,Team,Total Turnover,Corporate Services,Corporate Services Division Cost Centers by Reporting Hierarchy,Cost Center,118856 EXE AdventHealth Orl Foundation,Corporate Services Division Cost Centers by Reporting Hierarchy,N/A,UNSUPPORTED_CORPORATE_SERVICES_PRESERVED,N/A,corporate services division cost centers by reporting hierarchy,0.0%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4063,Team,Total Turnover,Corporate Services,Corporate Services Division Cost Centers by Reporting Hierarchy,Cost Center,118857 EXE AHMG Central Florida,Corporate Services Division Cost Centers by Reporting Hierarchy,N/A,UNSUPPORTED_CORPORATE_SERVICES_PRESERVED,N/A,corporate services division cost centers by reporting hierarchy,9.3%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4064,Team,Total Turnover,West Florida Division,WFD,Cost Center,118862 EXE AH Lake Wales,WFD,N/A,N/A,N/A,N/A,32.4%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4065,Team,Total Turnover,Corporate Services,Corporate Services Division Cost Centers by Reporting Hierarchy,Cost Center,118863 EXE West Florida Division,Corporate Services Division Cost Centers by Reporting Hierarchy,N/A,UNSUPPORTED_CORPORATE_SERVICES_PRESERVED,N/A,corporate services division cost centers by reporting hierarchy,8.4%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4066,Team,Total Turnover,West Florida Division,WFD,Cost Center,118864 EXE AdventHealth Riverview,WFD,N/A,N/A,N/A,N/A,21.4%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4067,Team,Total Turnover,Corporate Services,Corporate Services Division Cost Centers by Reporting Hierarchy,Cost Center,118872 EXE CFD North Region,Corporate Services Division Cost Centers by Reporting Hierarchy,N/A,UNSUPPORTED_CORPORATE_SERVICES_PRESERVED,N/A,corporate services division cost centers by reporting hierarchy,0.0%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4068,Team,Total Turnover,East Florida Division,EFD,Cost Center,118873 EXE Daytona Beach,EFD,N/A,N/A,N/A,N/A,35.3%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4069,Team,Total Turnover,West Florida Division,WFD,Cost Center,118874 EXE Carrollwood,WFD,N/A,N/A,N/A,N/A,20.3%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4070,Team,Total Turnover,East Florida Division,EFD,Cost Center,118876 EXE Fish Memorial,EFD,N/A,N/A,N/A,N/A,23.1%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4071,Team,Total Turnover,Corporate Services,Corporate Services Division Cost Centers by Reporting Hierarchy,Cost Center,118878 EXE FH Health Care Partners,Corporate Services Division Cost Centers by Reporting Hierarchy,N/A,UNSUPPORTED_CORPORATE_SERVICES_PRESERVED,N/A,corporate services division cost centers by reporting hierarchy,85.7%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4072,Team,Total Turnover,East Florida Division,EFD,Cost Center,118880 EXE Ocala,EFD,N/A,N/A,N/A,N/A,0.0%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4073,Team,Total Turnover,West Florida Division,WFD,Cost Center,118881 EXE Sebring,WFD,N/A,N/A,N/A,N/A,13.6%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4074,Team,Total Turnover,Corporate Services,Corporate Services Division Cost Centers by Reporting Hierarchy,Cost Center,118902 EXE Marketing Corp Developmnt,Corporate Services Division Cost Centers by Reporting Hierarchy,N/A,UNSUPPORTED_CORPORATE_SERVICES_PRESERVED,N/A,corporate services division cost centers by reporting hierarchy,0.0%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4075,Team,Total Turnover,Corporate Services,Corporate Services Division Cost Centers by Reporting Hierarchy,Cost Center,118906 EXE Human Resources,Corporate Services Division Cost Centers by Reporting Hierarchy,N/A,UNSUPPORTED_CORPORATE_SERVICES_PRESERVED,N/A,corporate services division cost centers by reporting hierarchy,0.0%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4076,Team,Total Turnover,Corporate Services,Corporate Services Division Cost Centers by Reporting Hierarchy,Cost Center,118915 EXE HR Talent Acquisitions,Corporate Services Division Cost Centers by Reporting Hierarchy,N/A,UNSUPPORTED_CORPORATE_SERVICES_PRESERVED,N/A,corporate services division cost centers by reporting hierarchy,133.3%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4077,Team,Total Turnover,Corporate Services,Corporate Services Division Cost Centers by Reporting Hierarchy,Cost Center,118926 EXE Taxes Corporate Reporting,Corporate Services Division Cost Centers by Reporting Hierarchy,N/A,UNSUPPORTED_CORPORATE_SERVICES_PRESERVED,N/A,corporate services division cost centers by reporting hierarchy,50.0%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4078,Team,Total Turnover,Corporate Services,Corporate Services Division Cost Centers by Reporting Hierarchy,Cost Center,118951 EXE Wholeness and Faith Strategy,Corporate Services Division Cost Centers by Reporting Hierarchy,N/A,UNSUPPORTED_CORPORATE_SERVICES_PRESERVED,N/A,corporate services division cost centers by reporting hierarchy,171.4%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4079,Team,Total Turnover,Multi-State Division 1,MSD 1,Cost Center,118965 HVL Cardiology,MSD 1,N/A,N/A,N/A,N/A,55.5%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4080,Team,Total Turnover,Multi-State Division 1,MSD 1,Cost Center,118968 HVL CANCER SVC WEAVERVILLE,MSD 1,N/A,N/A,N/A,N/A,0.0%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4081,Team,Total Turnover,Multi-State Division 1,MSD 1,Cost Center,118972 HVL Multispecialty,MSD 1,N/A,N/A,N/A,N/A,126.3%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4082,Team,Total Turnover,Multi-State Division 1,MSD 1,Cost Center,118973 HVL Neurology,MSD 1,N/A,N/A,N/A,N/A,15.6%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4083,Team,Total Turnover,Multi-State Division 1,MSD 1,Cost Center,118974 HVL OP Behavioral Health,MSD 1,N/A,N/A,N/A,N/A,4.8%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4084,Team,Total Turnover,Multi-State Division 1,MSD 1,Cost Center,118976 HVL Rheumatology,MSD 1,N/A,N/A,N/A,N/A,0.0%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4085,Team,Total Turnover,Multi-State Division 1,MSD 1,Cost Center,118977 HVL Parkway Asheville,MSD 1,N/A,N/A,N/A,N/A,18.8%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4086,Team,Total Turnover,Multi-State Division 1,MSD 1,Cost Center,118978 HVL Parkway B Mountain,MSD 1,N/A,N/A,N/A,N/A,0.0%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4087,Team,Total Turnover,Multi-State Division 1,MSD 1,Cost Center,118979 HVL SA 4th Fl,MSD 1,N/A,N/A,N/A,N/A,18.6%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4088,Team,Total Turnover,Multi-State Division 1,MSD 1,Cost Center,118980 HVL Primary Care LPMC,MSD 1,N/A,N/A,N/A,N/A,25.2%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4089,Team,Total Turnover,Multi-State Division 1,MSD 1,Cost Center,118983 HVL Mills River,MSD 1,N/A,N/A,N/A,N/A,66.7%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4090,Team,Total Turnover,Multi-State Division 1,MSD 1,Cost Center,118984 HVL FM Hendersonville,MSD 1,N/A,N/A,N/A,N/A,18.2%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4091,Team,Total Turnover,Multi-State Division 1,MSD 1,Cost Center,118985 HVL Brevard Family Medicine,MSD 1,N/A,N/A,N/A,N/A,20.7%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4092,Team,Total Turnover,Multi-State Division 1,MSD 1,Cost Center,118986 HVL SA 3rd Fl,MSD 1,N/A,N/A,N/A,N/A,20.5%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4093,Team,Total Turnover,Multi-State Division 1,MSD 1,Cost Center,118988 HVL Candler Multispecialty,MSD 1,N/A,N/A,N/A,N/A,9.9%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4094,Team,Total Turnover,Multi-State Division 1,MSD 1,Cost Center,118989 HVL Integrative Medicine,MSD 1,N/A,N/A,N/A,N/A,23.5%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4095,Team,Total Turnover,Multi-State Division 1,MSD 1,Cost Center,118990 HVL Pediatrics,MSD 1,N/A,N/A,N/A,N/A,7.5%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4096,Team,Total Turnover,Multi-State Division 1,MSD 1,Cost Center,118994 HVL OBGYN SA,MSD 1,N/A,N/A,N/A,N/A,54.0%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4097,Team,Total Turnover,Multi-State Division 1,MSD 1,Cost Center,118995 HVL SEOS Brevard,MSD 1,N/A,N/A,N/A,N/A,23.5%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4098,Team,Total Turnover,Multi-State Division 1,MSD 1,Cost Center,118996 HVL SEOS Haywood,MSD 1,N/A,N/A,N/A,N/A,18.2%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4099,Team,Total Turnover,Multi-State Division 1,MSD 1,Cost Center,118997 HVL SEOS Hendersonville,MSD 1,N/A,N/A,N/A,N/A,17.1%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4100,Team,Total Turnover,Multi-State Division 1,MSD 1,Cost Center,118998 HVL SEOS MOB,MSD 1,N/A,N/A,N/A,N/A,15.9%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4101,Team,Total Turnover,Multi-State Division 1,MSD 1,Cost Center,118999 HVL SEOS Turtle Creek,MSD 1,N/A,N/A,N/A,N/A,22.0%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4102,Team,Total Turnover,Multi-State Division 1,MSD 1,Cost Center,119000 HVL ENT,MSD 1,N/A,N/A,N/A,N/A,30.6%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4103,Team,Total Turnover,Multi-State Division 1,MSD 1,Cost Center,119001 HVL Surgeons,MSD 1,N/A,N/A,N/A,N/A,14.3%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4104,Team,Total Turnover,Multi-State Division 1,MSD 1,Cost Center,119003 HVL Urology,MSD 1,N/A,N/A,N/A,N/A,0.0%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4105,Team,Total Turnover,Multi-State Division 1,MSD 1,Cost Center,119009 HVL Surgical APPs,MSD 1,N/A,N/A,N/A,N/A,60.0%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4106,Team,Total Turnover,Multi-State Division 1,MSD 1,Cost Center,119021 MAN RHC I Family Medicine,MSD 1,N/A,N/A,N/A,N/A,10.7%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4107,Team,Total Turnover,Multi-State Division 1,MSD 1,Cost Center,119023 MAN OH RHC Clinic,MSD 1,N/A,N/A,N/A,N/A,0.0%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4108,Team,Total Turnover,Multi-State Division 1,MSD 1,Cost Center,119025 MAN RHC I Nursing Home,MSD 1,N/A,N/A,N/A,N/A,41.4%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4109,Team,Total Turnover,Multi-State Division 1,MSD 1,Cost Center,119028 MAN RHC I Pediatrics,MSD 1,N/A,N/A,N/A,N/A,22.0%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4110,Team,Total Turnover,Multi-State Division 1,MSD 1,Cost Center,119029 MAN RHC I OBGYN,MSD 1,N/A,N/A,N/A,N/A,26.7%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::4111,Team,Total Turnover,Multi-State Division 1,MSD 1,Cost Center,119035 MAN APP RHC I Behavioral Hlth,MSD 1,N/A,N/A,N/A,N/A,12.6%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
