Row ID,Business Area,Metric,Matched Division,Source Division,Location Type,Location,Original Division,Report Geography,Mapping Status,Mapping Confidence,Mapping Evidence,Value,Local Goal,Derived Goal Status,Status Basis,Source Variance,Source Variance Color,YTD,Data As Of
TEAM::219,Team,Forecast and Hire,East Florida Division,EFD,FRL,1000253 AHMG EFD New Smyrna Beach,EFD,N/A,N/A,N/A,N/A,1,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,0%,green,N/A,Jul 2026
TEAM::220,Team,Forecast and Hire,East Florida Division,EFD,FRL,1000256 AHMG EFD Waterman,EFD,N/A,N/A,N/A,N/A,5,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,-1%,red,N/A,Jul 2026
TEAM::221,Team,Forecast and Hire,East Florida Division,EFD,FRL,1000258 East FL Division,EFD,N/A,N/A,N/A,N/A,30,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,-1%,red,N/A,Jul 2026
TEAM::222,Team,Forecast and Hire,East Florida Division,EFD,FRL,1000262 DeLand,EFD,N/A,N/A,N/A,N/A,134,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,-0%,red,N/A,Jul 2026
TEAM::223,Team,Forecast and Hire,East Florida Division,EFD,FRL,1000263 New Smyrna Beach,EFD,N/A,N/A,N/A,N/A,120,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,-0%,red,N/A,Jul 2026
TEAM::224,Team,Forecast and Hire,East Florida Division,EFD,FRL,1000264 Fish Memorial,EFD,N/A,N/A,N/A,N/A,141,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,-0%,red,N/A,Jul 2026
TEAM::225,Team,Forecast and Hire,East Florida Division,EFD,FRL,1000265 OSED EFD Deltona,EFD,N/A,N/A,N/A,N/A,2,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,-1%,red,N/A,Jul 2026
TEAM::226,Team,Forecast and Hire,East Florida Division,EFD,FRL,1000267 Palm Coast,EFD,N/A,N/A,N/A,N/A,91,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,-0%,red,N/A,Jul 2026
TEAM::227,Team,Forecast and Hire,East Florida Division,EFD,FRL,1000268 Palm Coast Parkway,EFD,N/A,N/A,N/A,N/A,90,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,-0%,red,N/A,Jul 2026
TEAM::228,Team,Forecast and Hire,East Florida Division,EFD,FRL,1000269 Waterman,EFD,N/A,N/A,N/A,N/A,278,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,0%,green,N/A,Jul 2026
TEAM::229,Team,Forecast and Hire,West Florida Division,WFD,FRL,1000270 North Pinellas,WFD,N/A,N/A,N/A,N/A,95,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,-0%,red,N/A,Jul 2026
TEAM::230,Team,Forecast and Hire,West Florida Division,WFD,FRL,1000271 OSED WFD Palm Harbor,WFD,N/A,N/A,N/A,N/A,4,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,-0%,red,N/A,Jul 2026
TEAM::231,Team,Forecast and Hire,West Florida Division,WFD,FRL,1000272 Sebring,WFD,N/A,N/A,N/A,N/A,220,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,-0%,red,N/A,Jul 2026
TEAM::232,Team,Forecast and Hire,West Florida Division,WFD,FRL,1000273 Lake Placid,WFD,N/A,N/A,N/A,N/A,22,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,-0%,red,N/A,Jul 2026
TEAM::233,Team,Forecast and Hire,West Florida Division,WFD,FRL,1000275 AHMG WFD Tampa,WFD,N/A,N/A,N/A,N/A,22,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,0%,green,N/A,Jul 2026
TEAM::234,Team,Forecast and Hire,West Florida Division,WFD,FRL,1000276 AHMG WFD Wesley Chapel,WFD,N/A,N/A,N/A,N/A,9,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,-0%,red,N/A,Jul 2026
TEAM::235,Team,Forecast and Hire,West Florida Division,WFD,FRL,1000277 AHMG WFD Carrollwood,WFD,N/A,N/A,N/A,N/A,1,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,-1%,red,N/A,Jul 2026
TEAM::236,Team,Forecast and Hire,West Florida Division,WFD,FRL,1000278 AHMG WFD Zephyrhills,WFD,N/A,N/A,N/A,N/A,3,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,-1%,red,N/A,Jul 2026
TEAM::237,Team,Forecast and Hire,West Florida Division,WFD,FRL,1000279 AHMG WFD North Pinellas,WFD,N/A,N/A,N/A,N/A,3,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,-1%,red,N/A,Jul 2026
TEAM::238,Team,Forecast and Hire,East Florida Division,EFD,FRL,1000281 AHMG WFD Ocala,EFD,N/A,N/A,N/A,N/A,9,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,-0%,red,N/A,Jul 2026
TEAM::239,Team,Forecast and Hire,Florida Division (Unresolved),Florida Division Cost Centers by Reporting Hierarchy,FRL,1000283 AHMG WFD Davenport,Florida Division Cost Centers by Reporting Hierarchy,N/A,ORIGINAL_DIVISION_PRESERVED,N/A,Florida Division Cost Centers by Reporting Hierarchy,10,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,0%,green,N/A,Jul 2026
TEAM::240,Team,Forecast and Hire,West Florida Division,WFD,FRL,1000284 AHMG WFD Lake Wales,WFD,N/A,N/A,N/A,N/A,1,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,0%,green,N/A,Jul 2026
TEAM::241,Team,Forecast and Hire,West Florida Division,WFD,FRL,1000286 AHMG WFD Riverview,WFD,N/A,N/A,N/A,N/A,4,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,-0%,red,N/A,Jul 2026
TEAM::242,Team,Forecast and Hire,Multi-State Division 2,MSD 2,FRL,1000350 Lenexa City Center,MSD 2,N/A,N/A,N/A,N/A,96,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,3%,green,N/A,Jul 2026
TEAM::243,Team,Forecast and Hire,Primary Health Division,PHD,FRL,1000351 PCN Support,PHD,N/A,N/A,N/A,N/A,8,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,-0%,red,N/A,Jul 2026
TEAM::244,Team,Forecast and Hire,Primary Health Division,PHD,FRL,1000352 PHD Support,PHD,N/A,N/A,N/A,N/A,2,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,0%,green,N/A,Jul 2026
TEAM::245,Team,Forecast and Hire,Primary Health Division,PHD,FRL,1000353 PCN Flagler,PHD,N/A,N/A,N/A,N/A,9,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,-0%,red,N/A,Jul 2026
TEAM::246,Team,Forecast and Hire,Primary Health Division,PHD,FRL,1000354 PCN Volusia,PHD,N/A,N/A,N/A,N/A,45,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,-0%,red,N/A,Jul 2026
TEAM::247,Team,Forecast and Hire,Primary Health Division,PHD,FRL,1000355 PCN Marion,PHD,N/A,N/A,N/A,N/A,20,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,0%,green,N/A,Jul 2026
TEAM::248,Team,Forecast and Hire,Primary Health Division,PHD,FRL,1000356 PCN Lake,PHD,N/A,N/A,N/A,N/A,10,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,-0%,red,N/A,Jul 2026
TEAM::249,Team,Forecast and Hire,Primary Health Division,PHD,FRL,1000357 PCN Seminole,PHD,N/A,N/A,N/A,N/A,39,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,0%,green,N/A,Jul 2026
TEAM::250,Team,Forecast and Hire,Primary Health Division,PHD,FRL,1000358 PCN Orange,PHD,N/A,N/A,N/A,N/A,48,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,-0%,red,N/A,Jul 2026
TEAM::251,Team,Forecast and Hire,Primary Health Division,PHD,FRL,1000359 PCN Hillsborough,PHD,N/A,N/A,N/A,N/A,40,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,-0%,red,N/A,Jul 2026
TEAM::252,Team,Forecast and Hire,Primary Health Division,PHD,FRL,1000360 PCN Pasco,PHD,N/A,N/A,N/A,N/A,34,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,1%,green,N/A,Jul 2026
TEAM::253,Team,Forecast and Hire,Primary Health Division,PHD,FRL,1000361 PCN Pinellas,PHD,N/A,N/A,N/A,N/A,13,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,1%,green,N/A,Jul 2026
TEAM::254,Team,Forecast and Hire,Primary Health Division,PHD,FRL,1000362 PCN Osceola,PHD,N/A,N/A,N/A,N/A,13,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,-0%,red,N/A,Jul 2026
TEAM::255,Team,Forecast and Hire,Multi-State Division 1,MSD 1,FRL,1000363 PCN Polk,MSD 1,N/A,N/A,N/A,N/A,6,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,0%,green,N/A,Jul 2026
TEAM::256,Team,Forecast and Hire,Corporate Services,Corporate Services Division Cost Centers by Reporting Hierarchy,FRL,1000366 Corporate Home Office,Corporate Services Division Cost Centers by Reporting Hierarchy,N/A,UNSUPPORTED_CORPORATE_SERVICES_PRESERVED,N/A,corporate services division cost centers by reporting hierarchy,476,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,2%,green,N/A,Jul 2026
TEAM::257,Team,Forecast and Hire,Corporate Services,Corporate Services Division Cost Centers by Reporting Hierarchy,FRL,1000368 Revenue Cycle Services,Corporate Services Division Cost Centers by Reporting Hierarchy,N/A,UNSUPPORTED_CORPORATE_SERVICES_PRESERVED,N/A,corporate services division cost centers by reporting hierarchy,89,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,-1%,red,N/A,Jul 2026
TEAM::258,Team,Forecast and Hire,Corporate Services,Corporate Services Division Cost Centers by Reporting Hierarchy,FRL,1000371 AIT,Corporate Services Division Cost Centers by Reporting Hierarchy,N/A,UNSUPPORTED_CORPORATE_SERVICES_PRESERVED,N/A,corporate services division cost centers by reporting hierarchy,148,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,-0%,red,N/A,Jul 2026
TEAM::259,Team,Forecast and Hire,Primary Health Division,PHD,FRL,1000375 Well65 Plus,PHD,N/A,N/A,N/A,N/A,21,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,-0%,red,N/A,Jul 2026
TEAM::260,Team,Forecast and Hire,Primary Health Division,PHD,FRL,1000382 PHSO,PHD,N/A,N/A,N/A,N/A,21,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,-1%,red,N/A,Jul 2026
TEAM::261,Team,Forecast and Hire,Florida Division (Unresolved),Florida Division Cost Centers by Reporting Hierarchy,FRL,1000389 AHMG CFD PSA Lite,Florida Division Cost Centers by Reporting Hierarchy,N/A,ORIGINAL_DIVISION_PRESERVED,N/A,Florida Division Cost Centers by Reporting Hierarchy,28,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,1%,green,N/A,Jul 2026
TEAM::262,Team,Forecast and Hire,West Florida Division,WFD,FRL,1000390 AHMG CFD Tampa,WFD,N/A,N/A,N/A,N/A,1,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,-1%,red,N/A,Jul 2026
TEAM::263,Team,Forecast and Hire,Corporate Services,Corporate Services Division Cost Centers by Reporting Hierarchy,FRL,1000393 Executive,Corporate Services Division Cost Centers by Reporting Hierarchy,N/A,UNSUPPORTED_CORPORATE_SERVICES_PRESERVED,N/A,corporate services division cost centers by reporting hierarchy,31,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,0%,green,N/A,Jul 2026
TEAM::264,Team,Forecast and Hire,Multi-State Division 1,MSD 1,FRL,1000394 Polk,MSD 1,N/A,N/A,N/A,N/A,28,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,-0%,red,N/A,Jul 2026
TEAM::265,Team,Forecast and Hire,Central Florida Division,CFD,FRL,1000400 OSED CFD Poinciana,CFD,N/A,N/A,N/A,N/A,12,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,0%,green,N/A,Jul 2026
TEAM::266,Team,Forecast and Hire,Central Florida Division,CFD,FRL,1000401 OSED Meadow Woods,CFD,N/A,N/A,N/A,N/A,8,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,0%,green,N/A,Jul 2026
TEAM::267,Team,Forecast and Hire,Central Florida Division,CFD,FRL,1000402 OSED CFD Sanford,CFD,N/A,N/A,N/A,N/A,1,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,-1%,red,N/A,Jul 2026
TEAM::268,Team,Forecast and Hire,Central Florida Division,CFD,FRL,1000403 OSED CFD Ocoee,CFD,N/A,N/A,N/A,N/A,25,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,-0%,red,N/A,Jul 2026
TEAM::269,Team,Forecast and Hire,Central Florida Division,CFD,FRL,1000405 Home Health Altamonte Springs FL,CFD,N/A,N/A,N/A,N/A,28,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,-0%,red,N/A,Jul 2026
TEAM::270,Team,Forecast and Hire,Central Florida Division,CFD,FRL,1000406 Home Health Kissimmee,CFD,N/A,N/A,N/A,N/A,5,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,0%,green,N/A,Jul 2026
TEAM::271,Team,Forecast and Hire,Primary Health Division,PHD,FRL,1000407 Home Health Ormond Beach FL,PHD,N/A,N/A,N/A,N/A,9,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,0%,green,N/A,Jul 2026
TEAM::272,Team,Forecast and Hire,Primary Health Division,PHD,FRL,1000408 Home Health Leesburg FL,PHD,N/A,N/A,N/A,N/A,11,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,1%,green,N/A,Jul 2026
TEAM::273,Team,Forecast and Hire,Primary Health Division,PHD,FRL,1000409 Home Health Temple Terrace FL,PHD,N/A,N/A,N/A,N/A,4,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,-0%,red,N/A,Jul 2026
TEAM::274,Team,Forecast and Hire,Primary Health Division,PHD,FRL,1000410 Home Health Winter Haven FL,PHD,N/A,N/A,N/A,N/A,4,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,1%,green,N/A,Jul 2026
TEAM::275,Team,Forecast and Hire,West Florida Division,WFD,FRL,1000411 Home Health Dade City FL,WFD,N/A,N/A,N/A,N/A,2,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,-1%,red,N/A,Jul 2026
TEAM::276,Team,Forecast and Hire,West Florida Division,WFD,FRL,1000414 Home Health Sebring,WFD,N/A,N/A,N/A,N/A,2,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,0%,green,N/A,Jul 2026
TEAM::277,Team,Forecast and Hire,Primary Health Division,PHD,FRL,1000415 Home Health Calhoun GA,PHD,N/A,N/A,N/A,N/A,3,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,-0%,red,N/A,Jul 2026
TEAM::278,Team,Forecast and Hire,Primary Health Division,PHD,FRL,1000416 Home Health Shawnee,PHD,N/A,N/A,N/A,N/A,2,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,-1%,red,N/A,Jul 2026
TEAM::279,Team,Forecast and Hire,Multi-State Division 1,MSD 1,FRL,1000417 Home Health Manchester,MSD 1,N/A,N/A,N/A,N/A,1,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,0%,green,N/A,Jul 2026
TEAM::280,Team,Forecast and Hire,Primary Health Division,PHD,FRL,1000418 Home Health Fletcher NC,PHD,N/A,N/A,N/A,N/A,2,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,-1%,red,N/A,Jul 2026
TEAM::281,Team,Forecast and Hire,Primary Health Division,PHD,FRL,1000419 Hospice Ormond Beach FL,PHD,N/A,N/A,N/A,N/A,24,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,1%,green,N/A,Jul 2026
TEAM::282,Team,Forecast and Hire,West Florida Division,WFD,FRL,1000421 OSED WFD Meadow Pointe,WFD,N/A,N/A,N/A,N/A,6,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,-0%,red,N/A,Jul 2026
TEAM::283,Team,Forecast and Hire,East Florida Division,EFD,FRL,1000425 OSED EFD Fruitland Park,EFD,N/A,N/A,N/A,N/A,21,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,0%,green,N/A,Jul 2026
TEAM::284,Team,Forecast and Hire,Primary Health Division,PHD,FRL,1000456 Hospice Greenwood Village CO,PHD,N/A,N/A,N/A,N/A,6,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,0%,green,N/A,Jul 2026
TEAM::285,Team,Forecast and Hire,West Florida Division,WFD,FRL,1000491 Port Charlotte,WFD,N/A,N/A,N/A,N/A,203,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,-0%,red,N/A,Jul 2026
TEAM::286,Team,Forecast and Hire,West Florida Division,WFD,FRL,1000492 OSED WFD Cape Coral,WFD,N/A,N/A,N/A,N/A,9,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,0%,green,N/A,Jul 2026
TEAM::287,Team,Forecast and Hire,Central Florida Division,CFD,FRL,1000494 OSED CFD Sand Lake,CFD,N/A,N/A,N/A,N/A,25,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,3%,green,N/A,Jul 2026
TEAM::288,Team,Forecast and Hire,West Florida Division,WFD,FRL,1000495 AHMG WFD Port Charlotte,WFD,N/A,N/A,N/A,N/A,7,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,6%,green,N/A,Jul 2026
TEAM::289,Team,Forecast and Hire,Corporate Services,Corporate Services Division Cost Centers by Reporting Hierarchy,FRL,1000499 RxPlus,Corporate Services Division Cost Centers by Reporting Hierarchy,N/A,UNSUPPORTED_CORPORATE_SERVICES_PRESERVED,N/A,corporate services division cost centers by reporting hierarchy,13,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,0%,green,N/A,Jul 2026
TEAM::290,Team,Forecast and Hire,Corporate Services,Corporate Services Division Cost Centers by Reporting Hierarchy,FRL,1000500 Expedien,Corporate Services Division Cost Centers by Reporting Hierarchy,N/A,UNSUPPORTED_CORPORATE_SERVICES_PRESERVED,N/A,corporate services division cost centers by reporting hierarchy,8,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,N/A,gray,N/A,Jul 2026
TEAM::291,Team,Forecast and Hire,West Florida Division,WFD,FRL,1000503 Wauchula,WFD,N/A,N/A,N/A,N/A,20,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,-0%,red,N/A,Jul 2026
TEAM::292,Team,Forecast and Hire,Multi-State Division 2,MSD 2,FRL,1000516 Rollins Brook,MSD 2,N/A,N/A,N/A,N/A,16,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,0%,green,N/A,Jul 2026
TEAM::293,Team,Forecast and Hire,Multi-State Division 2,MSD 2,FRL,1000517 RHC SWR Copperas Cove,MSD 2,N/A,N/A,N/A,N/A,2,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,-1%,red,N/A,Jul 2026
TEAM::294,Team,Forecast and Hire,Corporate Services,Corporate Services Division Cost Centers by Reporting Hierarchy,FRL,1000519 CSC,Corporate Services Division Cost Centers by Reporting Hierarchy,N/A,UNSUPPORTED_CORPORATE_SERVICES_PRESERVED,N/A,corporate services division cost centers by reporting hierarchy,22,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,1%,green,N/A,Jul 2026
TEAM::295,Team,Forecast and Hire,Florida Division (Unresolved),Florida Division Cost Centers by Reporting Hierarchy,FRL,1000520 AH PC Network,Florida Division Cost Centers by Reporting Hierarchy,N/A,ORIGINAL_DIVISION_PRESERVED,N/A,Florida Division Cost Centers by Reporting Hierarchy,5,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,0%,green,N/A,Jul 2026
TEAM::296,Team,Forecast and Hire,Florida Division (Unresolved),Florida Division Cost Centers by Reporting Hierarchy,FRL,1000521 AHMG WFD Bond Clinic,Florida Division Cost Centers by Reporting Hierarchy,N/A,ORIGINAL_DIVISION_PRESERVED,N/A,Florida Division Cost Centers by Reporting Hierarchy,18,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,2%,green,N/A,Jul 2026
TEAM::297,Team,Forecast and Hire,Primary Health Division,PHD,FRL,1000523 PCN Charlotte,PHD,N/A,N/A,N/A,N/A,3,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,0%,green,N/A,Jul 2026
TEAM::298,Team,Forecast and Hire,Primary Health Division,PHD,FRL,1000524 PCN Sarasota,PHD,N/A,N/A,N/A,N/A,1,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,0%,green,N/A,Jul 2026
TEAM::299,Team,Forecast and Hire,West Florida Division,WFD,FRL,1000526 Home Health Port Charlotte,WFD,N/A,N/A,N/A,N/A,1,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,N/A,gray,N/A,Jul 2026
TEAM::300,Team,Forecast and Hire,Primary Health Division,PHD,FRL,1000529 Hospice Kansas City,PHD,N/A,N/A,N/A,N/A,3,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,0%,green,N/A,Jul 2026
TEAM::301,Team,Forecast and Hire,East Florida Division,EFD,FRL,1000542 OSED HeathBrook,EFD,N/A,N/A,N/A,N/A,2,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,-1%,red,N/A,Jul 2026
TEAM::302,Team,Forecast and Hire,Multi-State Division 1,MSD 1,FRL,1000544 OSED Aurora Highlands,MSD 1,N/A,N/A,N/A,N/A,10,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,N/A,gray,N/A,Jul 2026
TEAM::303,Team,Forecast and Hire,East Florida Division,EFD,FRL,1000549 OSED Treaty Oaks,EFD,N/A,N/A,N/A,N/A,23,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,0%,green,N/A,Jul 2026
TEAM::304,Team,Forecast and Hire,Central Florida Division,CFD,FRL,1000552 AHMG Minneola,CFD,N/A,N/A,N/A,N/A,2,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,0%,green,N/A,Jul 2026
TEAM::305,Team,Forecast and Hire,Multi-State Division 1,MSD 1,FRL,1000554 NC Radiation Therapy,MSD 1,N/A,N/A,N/A,N/A,20,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,0%,green,N/A,Jul 2026
TEAM::306,Team,Forecast and Hire,Florida Division (Unresolved),Florida Division Cost Centers by Reporting Hierarchy,FRL,1000561 AHMG Deals,Florida Division Cost Centers by Reporting Hierarchy,N/A,ORIGINAL_DIVISION_PRESERVED,N/A,Florida Division Cost Centers by Reporting Hierarchy,20,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,N/A,gray,N/A,Jul 2026
TEAM::307,Team,Forecast and Hire,Multi-State Division 1,MSD 1,FRL,1000565 Rocky Mountain Region Corp,MSD 1,N/A,N/A,N/A,N/A,8,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,0%,green,N/A,Jul 2026
TEAM::308,Team,Forecast and Hire,Multi-State Division 1,MSD 1,FRL,1000566 Rocky Mountain Region AIT,MSD 1,N/A,N/A,N/A,N/A,5,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,0%,green,N/A,Jul 2026
TEAM::309,Team,Forecast and Hire,Multi-State Division 1,MSD 1,FRL,1000567 OSED Highlands Ranch,MSD 1,N/A,N/A,N/A,N/A,1,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,N/A,gray,N/A,Jul 2026
TEAM::310,Team,Forecast and Hire,Corporate Services,Corporate Services Division Cost Centers by Reporting Hierarchy,Region,AIT Cost Centers by Reporting Hierarchy,Corporate Services Division Cost Centers by Reporting Hierarchy,N/A,UNSUPPORTED_CORPORATE_SERVICES_PRESERVED,N/A,corporate services division cost centers by reporting hierarchy,148,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,-0%,red,N/A,Jul 2026
TEAM::311,Team,Forecast and Hire,Central Florida Division,CFD,Region,Central Florida Division Cost Centers by Reporting Hierarchy,CFD,N/A,N/A,N/A,N/A,"4,054","≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,-0%,red,N/A,Jul 2026
TEAM::312,Team,Forecast and Hire,East Florida Division,EFD,Region,East Florida Division Cost Centers by Reporting Hierarchy,EFD,N/A,N/A,N/A,N/A,"1,812","≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,-0%,red,N/A,Jul 2026
TEAM::313,Team,Forecast and Hire,Multi-State Division 2,MSD 2,Region,Great Lakes Region Cost Centers by Reporting Hierarchy,MSD 2,N/A,N/A,N/A,N/A,721,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,0%,green,N/A,Jul 2026
TEAM::314,Team,Forecast and Hire,Corporate Services,Corporate Services Division Cost Centers by Reporting Hierarchy,Region,Home Office Cost Centers by Reporting Hierarchy,Corporate Services Division Cost Centers by Reporting Hierarchy,N/A,UNSUPPORTED_CORPORATE_SERVICES_PRESERVED,N/A,corporate services division cost centers by reporting hierarchy,639,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,1%,green,N/A,Jul 2026
TEAM::315,Team,Forecast and Hire,Multi-State Division 2,MSD 2,Region,Mid America Region Cost Centers by Reporting Hierarchy,MSD 2,N/A,N/A,N/A,N/A,968,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,0%,green,N/A,Jul 2026
TEAM::316,Team,Forecast and Hire,Primary Health Division,PHD,Region,Primary Health Cost Centers by Reporting Hierarchy,PHD,N/A,N/A,N/A,N/A,796,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,0%,green,N/A,Jul 2026
TEAM::317,Team,Forecast and Hire,Multi-State Division 1,MSD 1,Region,Rocky Mountain Region Cost Centers by Reporting Hierarchy,MSD 1,N/A,N/A,N/A,N/A,982,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,-0%,red,N/A,Jul 2026
TEAM::318,Team,Forecast and Hire,Multi-State Division 1,MSD 1,Region,South East Region Cost Centers by Reporting Hierarchy,MSD 1,N/A,N/A,N/A,N/A,883,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,0%,green,N/A,Jul 2026
TEAM::319,Team,Forecast and Hire,Multi-State Division 2,MSD 2,Region,South West Region Cost Centers by Reporting Hierarchy,MSD 2,N/A,N/A,N/A,N/A,914,"≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,0%,green,N/A,Jul 2026
TEAM::320,Team,Forecast and Hire,West Florida Division,WFD,Region,West Florida Division Cost Centers by Reporting Hierarchy,WFD,N/A,N/A,N/A,N/A,"2,766","≥ 12,176",unavailable,Workbook repeats the enterprise goal below enterprise level,-0%,red,N/A,Jul 2026
